Title,Creator,Contributors,Extent,Date,Source,Subject,Description,Digital Collection,Website,Contributing Institution,Rights,Time Period,Geographic Location,Language,Digitization Specifications,Date Digital,Type,Format,Media Type,Identifier,Note,Digital Assistant,Transcript,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
"Program, 1958 March 3, Alpha Psi Lambda Chapter Sons of Tomorrow featuring outstanding Collegiate Musicians, held at Allen University, page 2",,,,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,,adamsea60-12,,,"Phone	Night Phone
AL 3-6382 PO 5-2608
AL 6-7493
WAVERLY FLORIST
Use Our Flowers For All Occasions
Myers and Davis 2122 Gervais Street Columbia, S. C.
ACE CLEANERS
E. HENDERSON, Owner
“Good Work is Our Secret”
Phone ALpine 4-9665
2315 Gervais Street Columbia, S. C.
HUMPHRIES-NELSON SULLIVAN
FUNERAL HOME
1216 Blossom Street Columbia, S. C.
(l1/^ Blocks from Booker T.
Washington High School)
Phone: POplar 5-2240
HERBERT’S ESSO SERVICENTER
2396 Gervais Street Columbia, S. C.
Phone ALpine 6-9211
C. W. Herbert, Operator
Alben
100% Air Conditioned
WE SPECIALIZE IN FINE FOODS

Restaurant
We Cater To Private Parties and Banquets
OPEN 6:00 A. M. TO 2:00 A. M.
1607 HARDEN STREET
COLUMBIA 4, SOUTH CAROLINA",,2016-12-08,2016-12-08,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/490,490,491.jp2,/adamsea/image/491.jp2
"Program, 1958 March 3, Alpha Psi Lambda Chapter Sons of Tomorrow featuring outstanding Collegiate Musicians, held at Allen University, page 3",,,,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,,adamsea60-13,,,"COLLEGE INN HOTEL AND RESTAURANT
All the Comforts of Home Moderate Rates MODERN DINING ROOM 1609 Harden Street Columbia, S. C. Phones: AL 4-9115 — 6-9588 Niglit Phone: AL 4-9516
Serving Tasty Food Over 25 Years
Compliments of
EVERETT’S PHARMACY T. J. Everett, Oivner PhG.
1531 Harden Street Columbia, S. C.
Phone ALpine 3-0116
Compliments of
ELLISON And STROY BARBER SHOP
1107 Wasliington Street Columbia, S. C. Phone ALpine 4-9168
Compliments of
COUNTS DRUG STORE
Your Satisfaction is Our Success
Phone ALpine 2-1967 1105 Washington Street Columbia, S. C.
Don’t Forget To-
Register and Vote
A voteless people is a hopeless people",,2016-12-08,2016-12-08,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/491,491,492.jp2,/adamsea/image/492.jp2
"Program, 1958 March 3, Alpha Psi Lambda Chapter Sons of Tomorrow featuring outstanding Collegiate Musicians, held at Allen University, page 4",,,,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,,adamsea60-14,,,"PROGRAMME
Master of Ceremonies ............Brother	L P. Stanback
Organ Prelude.....................James	A. Williams
Moonbeams—from the Red Mill ............V.	Herbert
ALLEN UNIVERSITY SINGERS
John W. Hunter, Director
Mildred Strider, Accompanist.
Barcarolle—Belle Nuit (Lovely Night) .....Offenbach
Where My Caravan Has Rested ...................Lohr
He’s Got The Whole World In His Hands .......Forest
MORRIS COLLEGE
Carrie B. Ivey, Soprano
G. L. Butts, Accompanist
I Love Thee........................................Grieg
Melody In “F”.................................Rubinstein
Polonaise in A Major..............................Chopin
CLAFLIN UNIVERSITY Leslie H. McIver, Pianist",,2016-12-08,2016-12-08,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/492,492,493.jp2,/adamsea/image/493.jp2
"Program, 1958 March 3, Alpha Psi Lambda Chapter Sons of Tomorrow featuring outstanding Collegiate Musicians, held at Allen University, page 5",,,,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,,adamsea60-15,,,"Aura Lee..............................Poulton-Shaw
If I Loved You—from Carosel ...............Rodgers
ALLEN UNIVERSITY MALE CHORUS
Sing To My Heart A Song...................Giannini
This Day Is Mine..............................Ware
Spring In My Heart........................J. Strauss
SOUTH CAROLINA STATE COLLEGE Barbara Jean Link. Soprano Eugene Pinson, Accompanist
Let Us Break Bread Together ..............Lawrence
If I Could Tell You......................Firestone
Ah, Fors E’T.ui Che L’Anima— (Is He The One) from La Traviato.............................Verdi
ALLEN UNIVERSITY
Lucille Ivey, Soprano
Mildred Strider, Accompanist
Quartet From Rigoletto.......................Verdi
SOUTH CAROLINA STATE COLLEGE
Smoke Get In Your Eyes .....................  Kern
I Got Rhythm...............................Gershin
i",,2016-12-08,2016-12-08,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/493,493,494.jp2,/adamsea/image/494.jp2
"Program, 1958 March 3, Alpha Psi Lambda Chapter Sons of Tomorrow featuring outstanding Collegiate Musicians, held at Allen University, page 6",,,,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,,adamsea60-16,,,"ROOSTER OF ALPHA PSI LAMBDA CHAPTER
OFFICERS
President ....
Vice President
Secretary
Assistant Secretary
Treasurer
Chaplain
Sergeant-at-Arms
Parliamentarian
Chapter Editor
Dr. J. A. Bacotes Marc Brown A. T. Butler L. R. Bailey
Dr. L. Palmer Chappelle
Edward Coker Calvin Corley
Dr. B. A. Everett
E. E. Franks
Dr. Carl A. Green
Dr. A. D. Greene
James M. Hinton, Jr.
Rev. J. A. Holmes
John W. Hunter
C. D. Ingram
Hale W. C. Kennedy
Dr. C. E. Morgan
Rev. W. E. Crumlin
T. J. Everett
J. 0. Jackson
T. S. Martin
S. A. Heyward
Rev. L. E. Crumlin Charlie Brunson
Rev. E. A. Adams Matthew Cannon
Thomas Robinson
E. R. Russell H. B. Rutherford Jasper Salmond A. W. Simkins John Stevenson T. V. Swinton Cleveland Smith Robert Simmons I. P. Stanback Dr. C. 0. Spann J. C. Tingmian E. E. Taylor Dr. Frank Veal H. W. Webber W. A. Whaley Fred C. Williams",,2016-12-08,2016-12-08,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/494,494,495.jp2,/adamsea/image/495.jp2
"Program, 1958 March 3, Alpha Psi Lambda Chapter Sons of Tomorrow featuring outstanding Collegiate Musicians, held at Allen University, page 7",,,,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,,adamsea60-17,,,"Compliments DIXIE 5-10-250 STORES Headquarters for Write-right School Supplies Candies-Notions- Cosmetics-Hosiery 2302 Gervais Street 2204 Taylor Street 5001 Monticello Road 524 12th Street West Columbia	A WILSON SIMKINS SERVICE STATION 1331 Park Street RADIO And TV SERVICE 1329 Park Street All Types of Radio and TV Maintenance
ED BAILEY’S Cleaners And Laundry “Guaranteed Shirt Service” 2212 Taylor Street Phone: ALpine 2-5079	Compliments of CARVER THEATRE 1515 Harden Street Columbia, S. C. Phone ALpine 2-0801",,2016-12-08,2016-12-08,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/495,495,496.jp2,/adamsea/image/496.jp2
"Program, 1958 March 3, Alpha Psi Lambda Chapter Sons of Tomorrow featuring outstanding Collegiate Musicians, held at Allen University, page 8",,,,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,,adamsea60-18,,,"For Understanding Care In Your Hour of Need, Call Someone Who Understand, Call
LEEVY’S FUNERAL HOME, INC. “A Temple of Service
I. S. LEEVY, Manager
Superior Equipment
Superior Service
Ambulance — Anytime, Anywhere
Phone ALpine 3-7036
1831 Taylor Street
DELORES MOTOR COURT
Six Miles North of Columbia on U. S. No. 1
COLUMBIA’S NEWEST
Columbia, S
Ample Parking Space
Attractive
Private Units

Snack Bar
Gracious Hospitality
Reservations

Columbia, S. C.
CAPITOL PRINTING CO., 1203 GKRVAIS ST.. AL 4-3364",,2016-12-08,2016-12-08,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/496,496,497.jp2,/adamsea/image/497.jp2
"Postcard, 1958 March 8, Reminder to the Board of Trustees of the Good Samaritan-Waverly Hospital about an upcoming meeting, message side",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Postcards;Correspondence,adamsea60-19,,,"^3^
March 8, 1958
THAT'Sgular monthly meeting of the Board of Trustees -of Good Samaritan-Waverly Hospital will be held on Tuesday, March 11, 1958 at 5:15 P. M.
Rev. E. A. Adams, Chairman I. P. Stanback, Secretary",,2016-12-08,2016-12-08,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/497,497,498.jp2,/adamsea/image/498.jp2
"Postcard, 1958 March 8, Reminder to the Board of Trustees of the Good Samaritan-Waverly Hospital about an upcoming meeting, address side",,,,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,,adamsea60-20,,,"MAR « V 6 PM k 1958
( THIS SIDE OF CARD IS FOR aSeHW^S
Rev. E. A. Adams
2113 Lady Street
Columbia, South Carolina",,2016-12-08,2016-12-08,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/498,498,499.jp2,/adamsea/image/499.jp2
"Eugene Avery Adams papers, 1892-1968, folder 60; February 15-March 8, 1958","Adams, E. A. (Eugene Avery), 1886-1958",,1 folder,1958,"Manuscripts Annex, letter size papers, 12 December 1892 to 31 May 1968 and n.d. (folders 1-97)","Adams, E. A. (Eugene Avery), 1886-1958--Correspondence; African American Methodists--History; African Americans--Education (Higher); Allen University--Records and correspondence; Good Samaritan Waverly Hospital (Columbia, S.C.);",,"Eugene Avery Adams papers, 1892-1968",https://digital.library.sc.edu/collections/eugene-avery-adams-papers-1892-1968/,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",Civil Rights Era (1955-1969),,,,,Still Image; Text,image/jpeg,Manuscripts;Letters;Correspondence;Invoices;Lists;Financial records;Programs;Social functions;Postcards,,,Sarah Moore;Becky Thompson,,,2016-12-08,2016-12-08,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/499,499,500.cpd,/adamsea/supp/499/index.pdf
"Letter, 1953 December 29, National Farm Loan Association to Adams discussing his fire insurance policy, page 1",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Correspondence;Letters,adamsea23-01,,,"#35?.
fiq Art ussy
NATIONAL FARM LOAN ASSOCIATION
FARM MORTGAGE LOANS THROUGH THE FEDERAL LAND BANK OF COLUMBIA
Sumter, S. C*
December 29, 1953
Mr. E. A. Adams
2113 Lady Street Columbia, S. C.
Dear Mr. Adams:	LOAN Nn.(s) S--162-352
You were notified recently that fire insurance required by The Federal Land Bank of Columbia, acting for itself or as agent of the Federal Farm Mortgage Corporation, hereinafter called the Bank, in connection with your contract or mortgage indebtedness would expire 12-15-53 . Prior to that date a proper renewal policy to replace the expiring insurance was not furnished. Therefore, in order to protect the bank, we have procured the minimum amount of required insurance and have charged the premium of $ 7.50 to your account. Prompt payment of this amount is expected. This insurance has been written for a term of -two years effective as of the date your old insurance expired. The reverse side of this letter contains information of importance to you in regard to the insurance we have procured.
You will notice that we have procured insurance in only the minimum amount required. This will not cover your personal property and may not provide the amount of protection you actually need on the buildings. Futhermore, insurance agents in your community are best prepared to serve you and to obtain for you any possible savings in cost. If you furnish to this office an acceptable policy WITHIN THE NEXT THIRTY DAYS we will request cancellation of the above insurance without cost to you PROVIDED THE NEW POLICY IS DATED AS OF THE EXPIRATION DATE OF YOUR OLD INSURANCE, as indicated above.
Information for the renewal of the insurance is given below. Please let us know if this schedule is not correct in all particulars.
Building	Size		Material		By Whom Occupied	Amount of Fire Insurance
	Stories	Rooms	Bldg.	Roof		
Dwelling	1	7	f	c&m	Tenani	$250.00
If you have another policy of insurance covering any of the buildings on the farm mortgaged to the bank by you, not covered by the insurance procured by the bank, we ask that you forward it to us. If you have a policy covering buildings also covered by the policy procured by the bank it should be forwarded to us immediately, unless it does not meet the bank's requirements, in which event it should be cancelled. WE STRONGLY URGE YOU TO FURNISH INSURANCE AS YOUR CONTRACT REQUIRES WITHIN THE NEXT 30 DAYS AND THEREBY BEST SAFEGUARD YOUR OWN INTEREST AS WELL AS THOSE OF THE BANK.
I-64 (Rev. 5/1/43)
Yours very truly,
__Sumter _________national farm loan association
BY C- 'T^--*^^'^^<^^
Secretary-Treasurer",,2016-12-08,2016-12-08,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/500,500,501.jp2,/adamsea/image/501.jp2
