Subset Index,Original Index,Title,Creator,Contributors,Date,Approximate Date,Source,Subject,Local Subject,S.C. County,Description,Extent,Digital Collection,Website,Contributing Institution,Rights,Time Period,Geographic Location,Language,Digitization Specifications,Date Digital,Type,Format,Media Type,Identifier,Note,Digital Assistant,Cleaned Transcript,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path,Year
190,5441,"Letter to Mr. A. J. Clement, Jr. from John H. McCray, July 16, 1945",,"John Henry McCray, 1910-1987",16633,,Manuscripts; Accession 11294.,,,,"A letter to Mr. A. J. Clement, Jr. from John H. McCray sent on July 16, 1945.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,World War II (1939-1945),,"Charleston, Charleston County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2017-02,Text,image/jpeg,Documents (object genre),mccrayjh03-13-021,,Joshua Schutzenhofer,"Progressive Democratic Party
Columbia 20, S.C.

July 16, 1945

Mr. A. J. Clement, Jr.
Station A, Box
c/o N. C. Mutual Ins. Co.
Charleston, S.C.

Dear Mr. Clement,

In reply to your letters sent to the Finance Committee from here, Mr. Levi G. Byrd, in a letter to me this morning, asked me to tell you that he would leave Cheraw at 10:30 A.M. and will arrive in Conway as soon as possible.

Sincerely yours,
John H. McCray",,44518,44518,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7056,7056,7666.jp2,/p17173coll38/image/7666.jp2,1945
194,5489,"Letter to Mr. John H. McCray from A. J. Clement, Jr., September 30, 1944",,"John Henry McCray, 1910-1987",16344,,Manuscripts; Accession 11294.,North Carolina Mutual Life Insurance Company,,,"A letter to Mr. John H. McCray from A. J. Clement, Jr. sent on September 30, 1944.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",World War II (1939-1945),"Durham, Durham County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2017-02,Text,image/jpeg,Documents (object genre),mccrayjh03-12-009,,Joshua Schutzenhofer,"NORTH CAROLINA MUTUAL LIFE INSURANCE COMPANY
Durham, North Carolina

September 30, 1944

Mr. John McCray
Columbia, S.C.

Dear Mr. McCray,

We have your letter of September 28th and note that it is your plan to be here on the 6th of October, and we shall plan accordingly to that end. A public meeting will undoubtedly be arranged.",,44518,44518,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7110,7110,7720.jp2,/p17173coll38/image/7720.jp2,1944
195,5490,"Letter to John from Arthur, July 3, 1944",,"John Henry McCray, 1910-1987",16255,,Manuscripts; Accession 11294.,North Carolina Mutual Life Insurance Company,,,"A letter to John from Arthur sent on July 3, 1944.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",World War II (1939-1945),"Durham, Durham County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2017-02,Text,image/jpeg,Documents (object genre),mccrayjh03-12-010,,Joshua Schutzenhofer,"July 3,1944. 

Dear John, 

Your notice of meeting in Columbia Friday the 7th received. Our group from Charleston will be there at the appointed hour.",,44518,44518,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7111,7111,7721.jp2,/p17173coll38/image/7721.jp2,1944
197,5495,"Letter to Mr. A. J. Clement, Jr. from John H. McCray, August 7, 1945",,"John Henry McCray, 1910-1987",16655,,Manuscripts; Accession 11294.,North Carolina Mutual Life Insurance Company,,,"A letter to Mr. A. J. Clement, Jr. from John H. McCray sent on August 7, 1945.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",World War II (1939-1945),"Charleston, Charleston County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2017-02,Text,image/jpeg,Documents (object genre),mccrayjh03-12-015,,Joshua Schutzenhofer,"August 7, 1945

Mr. A. J. Clement, Jr.
Station A, Box [?]
c/o N. C. Mutual Ins. Co.
Charleston, S. C.

Dear Mr. Clement,

Sometime ago you promised a copy of your committee’s report on the financial operations of the party. We had expected receiving it sometime last week but, as of this morning, have not been so supplied. Consequently, we are not settled as to further financial operations of the organization, including whatever current obligations we may have and fund-raising plans we might put into effect.

Will you be good enough to advise me as to final disposition of the matter.

Sincerely yours,
John H. McCray",,44518,44518,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7116,7116,7726.jp2,/p17173coll38/image/7726.jp2,1945
201,5624,"State Ballot, Democratic Primary Election, July 11, 1950",,"McCray, John Henry, 1910-1987",18454,,Manuscripts; Accession 11294.,Democratic Primary,,,"Two state ballots for the Democratic Primary Election on July 11, 1950.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Civil Rights Era (1955-1969),Post-War America (1946-1954),English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-08,text,image/jpeg,Documents (object genre),mccrayjh03-10-024,,Joshua Schutzenhofer,"DEMOCRATIC PARTY of SOUTH CAROLINA
STATE BALLOT
Democratic Primary Election, July 11, 1950

For United States Senate
(Vote for one, scratch other)
OLIN D. JOHNSTON
J. STROM THURMOND

For Governor
(Vote for one, scratch others)
LESTER L. BATES
JAMES F. BYRNES
THOMAS H. POPE
MARCUS A. STONE

For Lieutenant Governor
(Vote for one, scratch other)
FRANK C. OWENS
GEO. BELL TIMMERMAN, JR.

For Secretary of State
(Vote for one, scratch other)
P. T. BRADHAM
O. FRANK THORNTON

For Attorney General
(Vote for one, scratch others)
T. C. CALLISON
LONNIE D. CAUSEY
CHARLES N. PLOWDEN

For Commissioner of Agriculture
(Vote for one, scratch other)
A. W. BETHEA
J. ROY JONES",,44518,44518,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7262,7262,7872.jp2,/p17173coll38/image/7872.jp2,1950
203,5851,"Letter to J. M. Hinton from Frank C. Owens, November 12, 1946, Page 1",,"John Henry McCray, 1910-1987",17118,,Manuscripts; Accession 11294.,Civil Rights,,,"A letter to J. M. Hinton from Frank C. Owen sent on November 12, 1946.",1 item ; Page 1 of 2,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2017-02,Text,image/jpeg,Documents (object genre),mccrayjh03-17-005,,Joshua Schutzenhofer,"DR. FRANK C. OWENS
November 12, 1946

J. M. Hinton
1222 Heidt Street
Columbia, South Carolina

Dear Sir,

I have investigated the case you recently reported to me in which two Negro soldiers became involved in a bus episode and were carried down to Police Headquarters and charged with disorderly conduct. It appears that one of the men spoke in a loud and abusive manner and generally conducted himself in a disorderly way. You must realize that we must have respect for the law.

In regard to manhandling prisoners, I have on more than one occasion talked to the police about this. I have talked to them as a whole and I have sent messages to them through the Chief as to my policy in this regard. I do not approve of manhandling and I have, on at least one occasion, suspended an officer for it. I realize the police officers have to protect themselves and I certainly do not want them shot or beaten up by being over-polite to the men whom they arrest. At the same time, I do not want them to take advantage of their authority and of the badge and uniform which they wear.

In this particular instance, I have had the officer involved up to my office and I have let him understand personally just what my policy is in this matter. Any treatment that the soldier you have in mind may have had in this case was certainly not because of his race. Had he",,44518,44518,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7526,7526,8136.jp2,/p17173coll38/image/8136.jp2,1946
204,5852,"Letter to J. M. Hinton from Frank C. Owens, November 12, 1946, Page 2",,"John Henry McCray, 1910-1987",17118,,Manuscripts; Accession 11294.,Civil Rights,,,"A letter to J. M. Hinton from Frank C. Owen sent on November 12, 1946.",1 item ; Page 2 of 2,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2017-02,Text,image/jpeg,Documents (object genre),mccrayjh03-17-006,,Joshua Schutzenhofer,"een white and had acted in the same manner that this man did, he would have had the same charges placed against him. We are going to have law and order and the proper respect for law in Columbia, but we are not going to have abuse or persecution.

Yours truly,
Frank C. Owens
Mayor, City of Columbia",,44518,44518,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7527,7527,8137.jp2,/p17173coll38/image/8137.jp2,1946
206,5946,"Letter to Mr. John H. McCray from Levi G. Byrd, September 25, 1944",,"McCray, John Henry, 1910-1987",16339,,Manuscripts; Accession 11294.,,,,"A letter to Mr. John H. McCray from Levi G. Byrd sent on September 25, 1944.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,"University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",World War II (1939-1945),"Cheraw, Chesterfield County, South Carolina, United States;Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2017-03,Text,image/jpeg,Documents (object genre),mccrayjh03-33-007,,Joshua Schutzenhofer,"CHERAW BRANCH
National Association for the Advancement of Colored People
Cheraw, South Carolina
P. O. Box 408

Sept. 25, 1944

Mr. John H. McCray
1022 Washington Street
Columbia, S. C.

Dear Mr. McCray,

I have both of your letters, the first one about the enrollment of members in our branch, which I will give you by Oct. 4, 1944. I want to take as many as I can to Chesterfield, S. C., to register the first Monday so that I can give you more of the number of those who register in the county.

And the letter that I received today — I will look after the suggestion for promoting our campaign of Mr. McKain in our city on Oct. 30, 1944. If any changes have been made, let me know, for I will have bills printed after I write you on Oct. 4.

I will send you some more money on our $150.00 — then look for it.

Very truly yours,
Levi G. Byrd
County Chairman",,44519,44519,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7635,7635,8245.jp2,/p17173coll38/image/8245.jp2,1944
207,5949,"Letter to Mr. John H. McCray from Levi G. Byrd, November 4, 1944",,"McCray, John Henry, 1910-1987",16379,,Manuscripts; Accession 11294.,,,,"A letter to Mr. John H. McCray from Levi G. Byrd sent on November 4, 1944.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,"University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",World War II (1939-1945),"Cheraw, Chesterfield County, South Carolina, United States;Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2017-03,Text,image/jpeg,Documents (object genre),mccrayjh03-33-010,,Joshua Schutzenhofer,"CHERAW BRANCH
National Association for the Advancement of Colored People

Prof. J. L. Dickson – Society Hill, S. C.
H. L. Marshall – Cheraw, South Carolina

P.O. Box 403
November 4th, 1944

Mr. John H. McCray
State Chairman
PDP
1022 Washington Street
Columbia, S.C.

My Dear Mr. McCray:

Just to be sure of this. You have mailed the tickets to the Election Officials of Cheraw, or this County (have you?) I just wanted to know if you had, or wanted me to give them any? I have not and will not unless you say so. I have not had any talk with any of them yet. I understood that you were mailing them out.

Let me know if I am to give one package to them. Hope to hear from you Monday.

Miss Virginia M. Hammond",,44519,44519,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7638,7638,8248.jp2,/p17173coll38/image/8248.jp2,1944
208,5950,"Letter to Mr. John H. McCray from Levi G. Byrd, November 9, 1944",,"McCray, John Henry, 1910-1987",16384,,Manuscripts; Accession 11294.,,,,"A letter to Mr. John H. McCray from Levi G. Byrd sent on November 9, 1944.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,"University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",World War II (1939-1945),"Cheraw, Chesterfield County, South Carolina, United States;Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2017-03,Text,image/jpeg,Documents (object genre),mccrayjh03-33-011,,Joshua Schutzenhofer,"CHERAW BRANCH
National Association for the Advancement of Colored People
Cheraw, South Carolina

Prof. J. L. Dickson  Society Hill, S. C.
John Gainey  Prince Ford  Warrian Powe  Rev. J. N. Carr  Alphonso McIver

P.O. Box 408
November 3, 1944

Mr. John H. McCray
State Chairman, PDP
1022 Washington Street
Columbia, S. C.

My Dear Mr. McCray,

We had very few to vote here in our city. Sixty-four voted for Mr. McKaine in the city. I had sent a good many tickets to Chesterfield, S. C., but don’t know how many voted there. They treated each voter just as nice as you would wish to be treated at the polls.

I was at the polls when they opened here in Cheraw and was the first to vote, white or Black, and asked them if they had our PDP ticket. They told me that they did not, and I told them that I had some and asked if they wanted any of mine. They told me that they did not receive any from the County Chairman and they had better not take any that I had. I told them that I would be on hand all day to give all of my people who wanted to vote our ticket one, and they said that was all right. They let all who came in with our tickets vote without a word.

Just telling you so you will know how it was here in our county and city, not knowing how many all over the county.

Hoping you the best of health.",,44519,44519,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7639,7639,8249.jp2,/p17173coll38/image/8249.jp2,1944
209,5954,"Letter to Mr. Levi G. Byrd from John H. McCray, June 11, 1945",,"McCray, John Henry, 1910-1987",16598,,Manuscripts; Accession 11294.,,,,"A letter to Mr. Levi G. Byrd from John H. McCray sent on June 11, 1945.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,"University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",World War II (1939-1945),"Cheraw, Chesterfield County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2017-03,Text,image/jpeg,Documents (object genre),mccrayjh03-33-016,,Joshua Schutzenhofer,"June 11, 1945

Mr. Levi Byrd
Box 408
Cheraw, S.C.

Dear Mr. Byrd,

I do not know at this time how many, if any, other persons will accompany me to Cheraw the evening of June 19th. I suggest, therefore, that you prepare for one person.

I am trusting Cheraw is planning for a big meeting, which will be spirited and well attended. Be sure you advertise it well.

We are returning the dollar you sent last week for publication of your NAACP meeting, which was omitted through error.

Sincerely yours,
John H. McCray",,44519,44519,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7644,7644,8254.jp2,/p17173coll38/image/8254.jp2,1945
210,5958,"Letter to Mr. Levi G. Byrd from John H. McCray, June 27, 1945",,"McCray, John Henry, 1910-1987",16614,,Manuscripts; Accession 11294.,,,,"A letter to Mr. Levi G. Byrd from John H. McCray sent on June 27, 1945.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,"University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",World War II (1939-1945),"Cheraw, Chesterfield County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2017-03,Text,image/jpeg,Documents (object genre),mccrayjh03-33-020,,Joshua Schutzenhofer,"June 27, 1945

Mr. Levi G. Byrd
Box 408
Cheraw, S.C.

Dear Mr. Byrd,

This is to acknowledge receipt of your letter of party members which arrived this morning. However, we are supposing that by the end of this week you will let us have the names and addresses of all county officials as well as the names and addresses of officers for each organized precinct.

We are also hoping to have word from you as early as possible with reference to the Sunday meeting we discussed while in Cheraw Tuesday night of last week.

Sincerely yours,
John H. McCray
State Chairman",,44519,44519,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7648,7648,8258.jp2,/p17173coll38/image/8258.jp2,1945
211,5964,"Letter to Mr. John H. McCray from Levi G. Byrd, July 16, 1945",,"McCray, John Henry, 1910-1987",16633,,Manuscripts; Accession 11294.,,,,"A letter to Mr. John H. McCray from Levi G. Byrd sent on July 16, 1945.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,"University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",World War II (1939-1945),"Cheraw, Chesterfield County, South Carolina, United States;Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2017-03,Text,image/jpeg,Documents (object genre),mccrayjh03-33-026,,Joshua Schutzenhofer,"CHERAW BRANCH
National Association for the Advancement of Colored People
Cheraw, South Carolina
P. O. Box 408

July 16, 1945

Mr. John H. McCray
1022 Washington Street
Columbia, S.C.

Dear Mr. McCray:

I had your letter from Mr. A. J. Clement of Charleston, S. C., about our meeting at Conway Wednesday. If you write him, tell him that my bus will leave Cheraw at 10:30 o’clock A.M., so you see I will get there as soon Wednesday as I can.

Yours truly,",,44519,44519,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7654,7654,8264.jp2,/p17173coll38/image/8264.jp2,1945
212,5977,"Letter to Mr. John H. McCray from Levi G. Byrd, January 17, 1946",,"McCray, John Henry, 1910-1987",16819,,Manuscripts; Accession 11294.,,,,"A letter to Mr. John H. McCray from Levi G. Byrd sent on January 17, 1946.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,"University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Cheraw, Chesterfield County, South Carolina, United States;Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2017-03,Text,image/jpeg,Documents (object genre),mccrayjh03-33-039,,Joshua Schutzenhofer,"REV. F. W. PRINCE
CHERAW BRANCH
National Association for the Advancement of Colored People
Cheraw, South Carolina
P. O. Box 408

Jan. 17, 1946 (Thursday)

Van Buren Long

Mr. John H. McCray
1022 Washington Street
Columbia, S.C.

Dear Mr. McCray,

Very sorry that I cannot be with you today; it just happened so at the last minute that I will have to be here at home. But anything that you all may do for the betterment of us all, I am with you 100 percent. Just let me know and I will do the best I know to do in this county.

Hoping that you will have a good meeting with much good coming out of it. Let me hear from you soon.",,44519,44519,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7667,7667,8277.jp2,/p17173coll38/image/8277.jp2,1946
