"Title","Creator","Contributors","Date","Approximate Date","Source","Subject","Local Subject","S.C. County","Description","Extent","Digital Collection","Website","Contributing Institution","Rights","Time Period","Geographic Location","Language","Digitization Specifications","Date Digital","Type","Format","Media Type","Identifier","Note","Digital Assistant","OCLC number","Date created","Date modified","Reference URL","CONTENTdm number","CONTENTdm file name","CONTENTdm file path","Year","Original Transcript","Original Len","Special Pattern","General Pattern","Repeat Chars","Short/No Transcript","Quality","Issue Types","Detected Artifacts"
"Letter from Mrs. M. K. Davis to Mr. McCray, December 1961, Page 1","","McCray, John Henry, 1910-1987","1961-12-01 00:00:00","","Manuscripts; Accession 11294.","Pittsburg Courier","","","A letter from Miss M. K. Davis to Mr. McCray sent on December 1961.","1 item ; Page 1 of 7","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-08","text","image/jpeg","Documents (object genre)","mccrayjh02-03-098","","Joshua Schutzenhofer","","2020-05-07","2020-05-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/231",231.0,"232.jp2","/p17173coll38/image/232.jp2","1961","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter from Mrs. M. K. Davis to Mr. McCray, December 1961, Page 2","","McCray, John Henry, 1910-1987","1961-12-01 00:00:00","","Manuscripts; Accession 11294.","Pittsburg Courier","","","A letter from Miss M. K. Davis to Mr. McCray sent on December 1961.","1 item ; Page 2 of 7","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-08","text","image/jpeg","Documents (object genre)","mccrayjh02-03-099","","Joshua Schutzenhofer","","2020-05-07","2020-05-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/232",232.0,"233.jp2","/p17173coll38/image/233.jp2","1961","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter from Mrs. M. K. Davis to Mr. McCray, December 1961, Page 3","","McCray, John Henry, 1910-1987","1961-12-01 00:00:00","","Manuscripts; Accession 11294.","Pittsburg Courier","","","A letter from Miss M. K. Davis to Mr. McCray sent on December 1961.","1 item ; Page 3 of 7","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-08","text","image/jpeg","Documents (object genre)","mccrayjh02-03-100","","Joshua Schutzenhofer","","2020-05-07","2020-05-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/233",233.0,"234.jp2","/p17173coll38/image/234.jp2","1961","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter from Mrs. M. K. Davis to Mr. McCray, December 1961, Page 4","","McCray, John Henry, 1910-1987","1961-12-01 00:00:00","","Manuscripts; Accession 11294.","Pittsburg Courier","","","A letter from Miss M. K. Davis to Mr. McCray sent on December 1961.","1 item ; Page 4 of 7","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-08","text","image/jpeg","Documents (object genre)","mccrayjh02-03-101","","Joshua Schutzenhofer","","2020-05-07","2020-05-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/234",234.0,"235.jp2","/p17173coll38/image/235.jp2","1961","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter from Mrs. M. K. Davis to Mr. McCray, December 1961, Page 5","","McCray, John Henry, 1910-1987","1961-12-01 00:00:00","","Manuscripts; Accession 11294.","Pittsburg Courier","","","A letter from Miss M. K. Davis to Mr. McCray sent on December 1961.","1 item ; Page 5 of 7","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-08","text","image/jpeg","Documents (object genre)","mccrayjh02-03-102","","Joshua Schutzenhofer","","2020-05-07","2020-05-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/235",235.0,"236.jp2","/p17173coll38/image/236.jp2","1961","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter from Mrs. M. K. Davis to Mr. McCray, December 1961, Page 6","","McCray, John Henry, 1910-1987","1961-12-01 00:00:00","","Manuscripts; Accession 11294.","Pittsburg Courier","","","A letter from Miss M. K. Davis to Mr. McCray sent on December 1961.","1 item ; Page 6 of 7","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-08","text","image/jpeg","Documents (object genre)","mccrayjh02-03-103","","Joshua Schutzenhofer","","2020-05-07","2020-05-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/236",236.0,"237.jp2","/p17173coll38/image/237.jp2","1961","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter from Mrs. M. K. Davis to Mr. McCray, December 1961, Page 7","","McCray, John Henry, 1910-1987","1961-12-01 00:00:00","","Manuscripts; Accession 11294.","Pittsburg Courier","","","A letter from Miss M. K. Davis to Mr. McCray sent on December 1961.","1 item ; Page 7 of 7","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-08","text","image/jpeg","Documents (object genre)","mccrayjh02-03-104","","Joshua Schutzenhofer","","2020-05-07","2020-05-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/237",237.0,"238.jp2","/p17173coll38/image/238.jp2","1961","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Pittsburgh Courier Distributor's Weekly Report, Page 2","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Pittsburg Courier","","","The Pittsburgh Courier Distributor's Weekly Report.","1 item ; Page 2 of 2","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-08","text","image/jpeg","Documents (object genre)","mccrayjh02-03-106","","Joshua Schutzenhofer","","2020-05-07","2020-05-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/239",239.0,"240.jp2","/p17173coll38/image/240.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Account Ledger of Rev. B. R. Nood","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Pittsburg Courier","","","The account ledger of Reverand B. R. Nood.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-08","text","image/jpeg","Documents (object genre)","mccrayjh02-03-110","","Joshua Schutzenhofer","","2020-05-07","2020-05-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/243",243.0,"244.jp2","/p17173coll38/image/244.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Account Ledger of Mr. Earnie Rowla","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Pittsburg Courier","","","The account ledger of Mr. Earnie Rowla.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-08","text","image/jpeg","Documents (object genre)","mccrayjh02-03-111","","Joshua Schutzenhofer","","2020-05-07","2020-05-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/244",244.0,"245.jp2","/p17173coll38/image/245.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Account Ledger of Mr. James Brunson","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Pittsburg Courier","","","The account ledger of Mr. James Brunson.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-08","text","image/jpeg","Documents (object genre)","mccrayjh02-03-112","","Joshua Schutzenhofer","","2020-05-07","2020-05-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/245",245.0,"246.jp2","/p17173coll38/image/246.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
