"Title","Creator","Contributors","Date","Approximate Date","Source","Subject","Local Subject","S.C. County","Description","Extent","Digital Collection","Website","Contributing Institution","Rights","Time Period","Geographic Location","Language","Digitization Specifications","Date Digital","Type","Format","Media Type","Identifier","Note","Digital Assistant","OCLC number","Date created","Date modified","Reference URL","CONTENTdm number","CONTENTdm file name","CONTENTdm file path","Year","Original Transcript","Original Len","Special Pattern","General Pattern","Repeat Chars","Short/No Transcript","Quality","Issue Types","Detected Artifacts"
"John Henry McCray Papers, Box 1, Folder 33","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-30 00:00:00","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-03","2021-11-03","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/3063",3063.0,"3064.cpd","/p17173coll38/supp/3063/index.pdf","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 2, Folder 27, 1948","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-08","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-04","2021-11-04","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/3209",3209.0,"3210.cpd","/p17173coll38/supp/3209/index.pdf","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 2, Folder 28, 1948","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-08","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-04","2021-11-04","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/3290",3290.0,"3291.cpd","/p17173coll38/supp/3290/index.pdf","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 2, Folder 29, 1949-1950","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-08","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-04","2021-11-04","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/3354",3354.0,"3355.cpd","/p17173coll38/image/3355.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 2, Folder 30, 1951-1955","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-08","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-04","2021-11-04","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/3425",3425.0,"3426.cpd","/p17173coll38/supp/3425/index.pdf","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 1, Folder 34","","McCray, John Henry, 1910-1987","1960","","Manuscripts; Accession 11294.","","","","","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-30 00:00:00","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-04","2021-11-04","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/3464",3464.0,"3465.cpd","/p17173coll38/supp/3464/index.pdf","1960","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 2, Folder 31, 1956-1957","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-08","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-05","2021-11-05","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/3632",3632.0,"3633.cpd","/p17173coll38/supp/3632/index.pdf","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 2, Folder 32","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-08","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-05","2021-11-05","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/3685",3685.0,"3686.cpd","/p17173coll38/supp/3685/index.pdf","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 4, Folder 01, Horry County, South Carolina","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library.","For further information please contact University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","Horry County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-10","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-09","2021-11-09","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/3726",3726.0,"3988.cpd","/p17173coll38/supp/3726/index.pdf","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 4, Folder 02","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library.","For further information please contact University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-10","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-09","2021-11-09","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/3857",3857.0,"4119.cpd","/p17173coll38/supp/3857/index.pdf","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 4, Folder 03","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Politics","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library.","For further information please contact University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-10","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-09","2021-11-09","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/3869",3869.0,"4131.cpd","/p17173coll38/supp/3869/index.pdf","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 4, Folder 04","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library.","For further information please contact University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-10","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-09","2021-11-09","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/3877",3877.0,"4139.cpd","/p17173coll38/supp/3877/index.pdf","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 4, Folder 05","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Politics","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library.","For further information please contact University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","Laurens County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-10","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-09","2021-11-09","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/3883",3883.0,"4232.cpd","/p17173coll38/supp/3883/index.pdf","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 4, Folder 06","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Politics","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library.","For further information please contact University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-10","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-09","2021-11-09","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/3890",3890.0,"4239.cpd","/p17173coll38/supp/3890/index.pdf","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 4, Folder 08","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library.","For further information please contact University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-10","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-09","2021-11-09","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/3972",3972.0,"4321.cpd","/p17173coll38/supp/3972/index.pdf","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
